Files already downloaded and verified
Params 0.01% alive (2114/21289802) parameters
Epoch 1/250 lr: 0.01 	| train_acc: 12.29%  	train_loss: 2.2902  	val_acc: 11.03%  	val_loss: 2.2990
Epoch 204/250 lr: 0.00015625 	| train_acc: 99.74%  	train_loss: 0.0096  	val_acc: 87.02%  	val_loss: 0.6121
Epoch 205/250 lr: 0.00015625 	| train_acc: 99.71%  	train_loss: 0.0101  	val_acc: 87.41%  	val_loss: 0.6184
Epoch 206/250 lr: 0.00015625 	| train_acc: 99.73%  	train_loss: 0.0102  	val_acc: 86.89%  	val_loss: 0.6228
Epoch 207/250 lr: 0.00015625 	| train_acc: 99.75%  	train_loss: 0.0095  	val_acc: 87.13%  	val_loss: 0.6161
Epoch 208/250 lr: 0.00015625 	| train_acc: 99.65%  	train_loss: 0.0104  	val_acc: 87.08%  	val_loss: 0.6185
Epoch 209/250 lr: 0.00015625 	| train_acc: 99.70%  	train_loss: 0.0102  	val_acc: 87.12%  	val_loss: 0.6198
Epoch 210/250 lr: 0.00015625 	| train_acc: 99.71%  	train_loss: 0.0098  	val_acc: 87.05%  	val_loss: 0.6292
Epoch 211/250 lr: 7.8125e-05 	| train_acc: 99.76%  	train_loss: 0.0095  	val_acc: 86.91%  	val_loss: 0.6304
Epoch 212/250 lr: 7.8125e-05 	| train_acc: 99.74%  	train_loss: 0.0085  	val_acc: 87.14%  	val_loss: 0.6181
Epoch 213/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0079  	val_acc: 87.24%  	val_loss: 0.6107
Epoch 214/250 lr: 7.8125e-05 	| train_acc: 99.80%  	train_loss: 0.0074  	val_acc: 87.18%  	val_loss: 0.6086
Epoch 215/250 lr: 7.8125e-05 	| train_acc: 99.82%  	train_loss: 0.0071  	val_acc: 87.07%  	val_loss: 0.6138
Epoch 216/250 lr: 7.8125e-05 	| train_acc: 99.78%  	train_loss: 0.0079  	val_acc: 87.32%  	val_loss: 0.6169
Epoch 217/250 lr: 7.8125e-05 	| train_acc: 99.80%  	train_loss: 0.0078  	val_acc: 87.08%  	val_loss: 0.6214
Epoch 218/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0072  	val_acc: 87.18%  	val_loss: 0.6163
Epoch 219/250 lr: 7.8125e-05 	| train_acc: 99.78%  	train_loss: 0.0077  	val_acc: 87.15%  	val_loss: 0.6168
Epoch 220/250 lr: 7.8125e-05 	| train_acc: 99.79%  	train_loss: 0.0073  	val_acc: 86.97%  	val_loss: 0.6155
Epoch 221/250 lr: 7.8125e-05 	| train_acc: 99.81%  	train_loss: 0.0069  	val_acc: 87.20%  	val_loss: 0.6173
Epoch 222/250 lr: 7.8125e-05 	| train_acc: 99.80%  	train_loss: 0.0070  	val_acc: 87.03%  	val_loss: 0.6123
Epoch 223/250 lr: 7.8125e-05 	| train_acc: 99.82%  	train_loss: 0.0068  	val_acc: 87.13%  	val_loss: 0.6131
Epoch 224/250 lr: 7.8125e-05 	| train_acc: 99.80%  	train_loss: 0.0075  	val_acc: 87.18%  	val_loss: 0.6131
Epoch 225/250 lr: 7.8125e-05 	| train_acc: 99.82%  	train_loss: 0.0067  	val_acc: 86.99%  	val_loss: 0.6200
Epoch 226/250 lr: 7.8125e-05 	| train_acc: 99.81%  	train_loss: 0.0070  	val_acc: 86.94%  	val_loss: 0.6205
Epoch 227/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0067  	val_acc: 87.05%  	val_loss: 0.6227
Epoch 228/250 lr: 7.8125e-05 	| train_acc: 99.81%  	train_loss: 0.0073  	val_acc: 87.04%  	val_loss: 0.6255
Epoch 229/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0065  	val_acc: 87.16%  	val_loss: 0.6194
Epoch 230/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0068  	val_acc: 86.99%  	val_loss: 0.6226
Epoch 231/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0068  	val_acc: 87.11%  	val_loss: 0.6237
Epoch 232/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0070  	val_acc: 87.10%  	val_loss: 0.6248
Epoch 233/250 lr: 7.8125e-05 	| train_acc: 99.85%  	train_loss: 0.0067  	val_acc: 87.18%  	val_loss: 0.6176
Epoch 234/250 lr: 7.8125e-05 	| train_acc: 99.85%  	train_loss: 0.0064  	val_acc: 86.99%  	val_loss: 0.6244
Epoch 235/250 lr: 7.8125e-05 	| train_acc: 99.81%  	train_loss: 0.0071  	val_acc: 87.01%  	val_loss: 0.6268
Epoch 236/250 lr: 7.8125e-05 	| train_acc: 99.82%  	train_loss: 0.0068  	val_acc: 86.98%  	val_loss: 0.6308
Epoch 237/250 lr: 7.8125e-05 	| train_acc: 99.83%  	train_loss: 0.0067  	val_acc: 87.11%  	val_loss: 0.6256
Epoch 238/250 lr: 7.8125e-05 	| train_acc: 99.85%  	train_loss: 0.0061  	val_acc: 87.13%  	val_loss: 0.6222
Epoch 239/250 lr: 7.8125e-05 	| train_acc: 99.84%  	train_loss: 0.0061  	val_acc: 87.31%  	val_loss: 0.6202
Epoch 240/250 lr: 7.8125e-05 	| train_acc: 99.84%  	train_loss: 0.0065  	val_acc: 87.44%  	val_loss: 0.6191
Epoch 241/250 lr: 3.90625e-05 	| train_acc: 99.83%  	train_loss: 0.0068  	val_acc: 87.28%  	val_loss: 0.6184
Epoch 242/250 lr: 3.90625e-05 	| train_acc: 99.86%  	train_loss: 0.0059  	val_acc: 87.47%  	val_loss: 0.6213
Epoch 243/250 lr: 3.90625e-05 	| train_acc: 99.86%  	train_loss: 0.0059  	val_acc: 87.26%  	val_loss: 0.6197
Epoch 244/250 lr: 3.90625e-05 	| train_acc: 99.85%  	train_loss: 0.0061  	val_acc: 87.29%  	val_loss: 0.6180
Epoch 245/250 lr: 3.90625e-05 	| train_acc: 99.88%  	train_loss: 0.0055  	val_acc: 87.36%  	val_loss: 0.6125
Epoch 246/250 lr: 3.90625e-05 	| train_acc: 99.85%  	train_loss: 0.0060  	val_acc: 87.25%  	val_loss: 0.6219
Epoch 247/250 lr: 3.90625e-05 	| train_acc: 99.84%  	train_loss: 0.0061  	val_acc: 87.28%  	val_loss: 0.6184
Epoch 248/250 lr: 3.90625e-05 	| train_acc: 99.82%  	train_loss: 0.0063  	val_acc: 87.35%  	val_loss: 0.6163
Epoch 249/250 lr: 3.90625e-05 	| train_acc: 99.88%  	train_loss: 0.0052  	val_acc: 87.34%  	val_loss: 0.6162
Epoch 250/250 lr: 3.90625e-05 	| train_acc: 99.86%  	train_loss: 0.0055  	val_acc: 87.10%  	val_loss: 0.6227
