Files already downloaded and verified
Params 0.01% alive (2114/21289802) parameters
Epoch 1/250 lr: 1.0000e-02 	| train_acc: 12.11%  	train_loss: 2.2840  	val_acc: 14.69%  	val_loss: 2.2695
Epoch 196/250 lr: 1.1049e-04 	| train_acc: 99.53%  	train_loss: 0.0161  	val_acc: 85.68%  	val_loss: 0.6928
Epoch 197/250 lr: 1.1049e-04 	| train_acc: 99.57%  	train_loss: 0.0146  	val_acc: 85.72%  	val_loss: 0.6818
Epoch 198/250 lr: 1.1049e-04 	| train_acc: 99.60%  	train_loss: 0.0138  	val_acc: 85.80%  	val_loss: 0.6796
Epoch 199/250 lr: 1.0309e-04 	| train_acc: 99.63%  	train_loss: 0.0138  	val_acc: 85.93%  	val_loss: 0.6777
Epoch 200/250 lr: 1.0309e-04 	| train_acc: 99.60%  	train_loss: 0.0136  	val_acc: 85.74%  	val_loss: 0.6828
Epoch 201/250 lr: 1.0309e-04 	| train_acc: 99.60%  	train_loss: 0.0131  	val_acc: 85.89%  	val_loss: 0.6788
Epoch 202/250 lr: 9.6183e-05 	| train_acc: 99.61%  	train_loss: 0.0134  	val_acc: 85.92%  	val_loss: 0.6792
Epoch 203/250 lr: 9.6183e-05 	| train_acc: 99.59%  	train_loss: 0.0142  	val_acc: 85.96%  	val_loss: 0.6833
Epoch 204/250 lr: 9.6183e-05 	| train_acc: 99.62%  	train_loss: 0.0132  	val_acc: 85.77%  	val_loss: 0.6797
Epoch 205/250 lr: 8.9742e-05 	| train_acc: 99.67%  	train_loss: 0.0121  	val_acc: 85.94%  	val_loss: 0.6736
Epoch 206/250 lr: 8.9742e-05 	| train_acc: 99.65%  	train_loss: 0.0122  	val_acc: 86.03%  	val_loss: 0.6796
Epoch 207/250 lr: 8.9742e-05 	| train_acc: 99.67%  	train_loss: 0.0118  	val_acc: 86.12%  	val_loss: 0.6733
Epoch 208/250 lr: 8.3732e-05 	| train_acc: 99.68%  	train_loss: 0.0116  	val_acc: 85.97%  	val_loss: 0.6856
Epoch 209/250 lr: 8.3732e-05 	| train_acc: 99.72%  	train_loss: 0.0108  	val_acc: 85.94%  	val_loss: 0.6814
Epoch 210/250 lr: 8.3732e-05 	| train_acc: 99.65%  	train_loss: 0.0118  	val_acc: 86.00%  	val_loss: 0.6801
Epoch 211/250 lr: 7.8125e-05 	| train_acc: 99.70%  	train_loss: 0.0108  	val_acc: 85.83%  	val_loss: 0.6759
Epoch 212/250 lr: 7.8125e-05 	| train_acc: 99.69%  	train_loss: 0.0114  	val_acc: 85.94%  	val_loss: 0.6804
Epoch 213/250 lr: 7.8125e-05 	| train_acc: 99.65%  	train_loss: 0.0115  	val_acc: 85.91%  	val_loss: 0.6839
Epoch 214/250 lr: 7.2893e-05 	| train_acc: 99.71%  	train_loss: 0.0103  	val_acc: 86.01%  	val_loss: 0.6855
Epoch 215/250 lr: 7.2893e-05 	| train_acc: 99.76%  	train_loss: 0.0097  	val_acc: 85.98%  	val_loss: 0.6865
Epoch 216/250 lr: 7.2893e-05 	| train_acc: 99.70%  	train_loss: 0.0105  	val_acc: 86.03%  	val_loss: 0.6862
Epoch 217/250 lr: 6.8012e-05 	| train_acc: 99.74%  	train_loss: 0.0099  	val_acc: 85.99%  	val_loss: 0.6892
Epoch 218/250 lr: 6.8012e-05 	| train_acc: 99.71%  	train_loss: 0.0104  	val_acc: 86.04%  	val_loss: 0.6826
Epoch 219/250 lr: 6.8012e-05 	| train_acc: 99.74%  	train_loss: 0.0098  	val_acc: 86.02%  	val_loss: 0.6831
Epoch 220/250 lr: 6.3457e-05 	| train_acc: 99.73%  	train_loss: 0.0100  	val_acc: 85.89%  	val_loss: 0.6880
Epoch 221/250 lr: 6.3457e-05 	| train_acc: 99.75%  	train_loss: 0.0097  	val_acc: 85.92%  	val_loss: 0.6877
Epoch 222/250 lr: 6.3457e-05 	| train_acc: 99.75%  	train_loss: 0.0093  	val_acc: 85.97%  	val_loss: 0.6839
Epoch 223/250 lr: 5.9208e-05 	| train_acc: 99.75%  	train_loss: 0.0093  	val_acc: 86.07%  	val_loss: 0.6884
Epoch 224/250 lr: 5.9208e-05 	| train_acc: 99.75%  	train_loss: 0.0096  	val_acc: 86.02%  	val_loss: 0.6884
Epoch 225/250 lr: 5.9208e-05 	| train_acc: 99.74%  	train_loss: 0.0093  	val_acc: 85.90%  	val_loss: 0.6969
Epoch 226/250 lr: 5.5243e-05 	| train_acc: 99.76%  	train_loss: 0.0094  	val_acc: 86.17%  	val_loss: 0.6872
Epoch 227/250 lr: 5.5243e-05 	| train_acc: 99.73%  	train_loss: 0.0095  	val_acc: 86.13%  	val_loss: 0.6843
Epoch 228/250 lr: 5.5243e-05 	| train_acc: 99.76%  	train_loss: 0.0089  	val_acc: 86.07%  	val_loss: 0.6906
Epoch 229/250 lr: 5.1543e-05 	| train_acc: 99.76%  	train_loss: 0.0089  	val_acc: 86.12%  	val_loss: 0.6874
Epoch 230/250 lr: 5.1543e-05 	| train_acc: 99.79%  	train_loss: 0.0086  	val_acc: 86.01%  	val_loss: 0.6905
Epoch 231/250 lr: 5.1543e-05 	| train_acc: 99.80%  	train_loss: 0.0080  	val_acc: 86.14%  	val_loss: 0.6916
Epoch 232/250 lr: 4.8092e-05 	| train_acc: 99.79%  	train_loss: 0.0081  	val_acc: 86.08%  	val_loss: 0.6892
Epoch 233/250 lr: 4.8092e-05 	| train_acc: 99.74%  	train_loss: 0.0089  	val_acc: 86.14%  	val_loss: 0.6981
Epoch 234/250 lr: 4.8092e-05 	| train_acc: 99.78%  	train_loss: 0.0087  	val_acc: 86.05%  	val_loss: 0.6977
Epoch 235/250 lr: 4.4871e-05 	| train_acc: 99.74%  	train_loss: 0.0091  	val_acc: 86.01%  	val_loss: 0.6937
Epoch 236/250 lr: 4.4871e-05 	| train_acc: 99.74%  	train_loss: 0.0093  	val_acc: 86.26%  	val_loss: 0.6880
Epoch 237/250 lr: 4.4871e-05 	| train_acc: 99.76%  	train_loss: 0.0087  	val_acc: 86.14%  	val_loss: 0.6912
Epoch 238/250 lr: 4.1866e-05 	| train_acc: 99.80%  	train_loss: 0.0083  	val_acc: 86.19%  	val_loss: 0.6882
Epoch 239/250 lr: 4.1866e-05 	| train_acc: 99.80%  	train_loss: 0.0081  	val_acc: 86.20%  	val_loss: 0.6857
Epoch 240/250 lr: 4.1866e-05 	| train_acc: 99.79%  	train_loss: 0.0086  	val_acc: 86.32%  	val_loss: 0.6920
Epoch 241/250 lr: 3.9062e-05 	| train_acc: 99.79%  	train_loss: 0.0078  	val_acc: 86.17%  	val_loss: 0.6901
Epoch 242/250 lr: 3.9062e-05 	| train_acc: 99.78%  	train_loss: 0.0085  	val_acc: 86.18%  	val_loss: 0.6913
Epoch 243/250 lr: 3.9062e-05 	| train_acc: 99.81%  	train_loss: 0.0074  	val_acc: 85.88%  	val_loss: 0.6952
Epoch 244/250 lr: 3.6447e-05 	| train_acc: 99.78%  	train_loss: 0.0078  	val_acc: 86.14%  	val_loss: 0.6971
Epoch 245/250 lr: 3.6447e-05 	| train_acc: 99.79%  	train_loss: 0.0083  	val_acc: 86.03%  	val_loss: 0.6972
Epoch 246/250 lr: 3.6447e-05 	| train_acc: 99.81%  	train_loss: 0.0080  	val_acc: 86.12%  	val_loss: 0.6893
Epoch 247/250 lr: 3.4006e-05 	| train_acc: 99.82%  	train_loss: 0.0078  	val_acc: 86.01%  	val_loss: 0.6953
Epoch 248/250 lr: 3.4006e-05 	| train_acc: 99.81%  	train_loss: 0.0071  	val_acc: 86.08%  	val_loss: 0.6989
Epoch 249/250 lr: 3.4006e-05 	| train_acc: 99.82%  	train_loss: 0.0069  	val_acc: 86.04%  	val_loss: 0.6952
Epoch 250/250 lr: 3.1729e-05 	| train_acc: 99.81%  	train_loss: 0.0073  	val_acc: 86.04%  	val_loss: 0.6921
